Week,Date,Site_Name,Flow,gc_100ml,E_gene_100ml,Crass_gc_100,Crass_Recovery,NO3,NH4,PO4,pH,EC,deaths,Deaths_100k,Daily_Cases_100k,Population_Equivalent,Rolling_Sum,Rolling_Sum_100k,Local_Authority_Population,cov_class,cov_detect,E_class
30,2020-07-23,The Wirral,15877,,,,,,,,,,,,0.617262994157606,74000,15,4.62947245618204,324011,,TRUE,
30,2020-07-24,The Wirral,16870,,,,,,,,,,,,0.308631497078803,74000,16,4.93810395326085,324011,,TRUE,
30,2020-07-25,The Wirral,22427,,,,,,,,,,,,0.308631497078803,74000,13,4.01220946202444,324011,,TRUE,
30,2020-07-26,The Wirral,15343,,,,,,,,,,,,0,74000,13,4.01220946202444,324011,,TRUE,
31,2020-07-27,The Wirral,22798,,,,,,,,,,,,0.308631497078803,74000,9,2.77768347370923,324011,,TRUE,
31,2020-07-28,The Wirral,16813,,,,,,,,,,,,0.308631497078803,74000,8,2.46905197663042,324011,,TRUE,
31,2020-07-29,The Wirral,14559,,,,,,,,,,,,2.16042047955162,74000,13,4.01220946202444,324011,,TRUE,
31,2020-07-30,The Wirral,18064,,,,,,,,,,,,1.23452598831521,74000,15,4.62947245618204,324011,,TRUE,
31,2020-07-31,The Wirral,14736,,,,,,,,,,,,0.308631497078803,74000,15,4.62947245618204,324011,,TRUE,
31,2020-08-01,The Wirral,,,,,,,,,,,,,1.23452598831521,74000,18,5.55536694741845,324011,,TRUE,
31,2020-08-02,The Wirral,,,,,,,,,,,,,0,74000,18,5.55536694741845,324011,,TRUE,
32,2020-08-03,The Wirral,,,,,,,,,,,,,0.308631497078803,74000,18,5.55536694741845,324011,,TRUE,
32,2020-08-04,The Wirral,,,,,,,,,,,,,0.617262994157606,74000,19,5.86399844449726,324011,,TRUE,
32,2020-08-05,The Wirral,,,,,,,,,,,,,0.617262994157606,74000,14,4.32084095910324,324011,,TRUE,
32,2020-08-06,The Wirral,,,,,,,,,,,,,0.617262994157606,74000,12,3.70357796494563,324011,,TRUE,
32,2020-08-07,The Wirral,,,,,,,,,,,,,1.85178898247282,74000,17,5.24673545033965,324011,,TRUE,
32,2020-08-08,The Wirral,,,,,,,,,,,,,0,74000,13,4.01220946202444,324011,,TRUE,
32,2020-08-09,The Wirral,,,,,,,,,,,,,0,74000,13,4.01220946202444,324011,,TRUE,
33,2020-08-10,The Wirral,,,,,,,,,,,,,0.617262994157606,74000,14,4.32084095910324,324011,,TRUE,
33,2020-08-11,The Wirral,,,,,,,,,,,,,1.54315748539401,74000,17,5.24673545033965,324011,,TRUE,
33,2020-08-12,The Wirral,,,,,,,,,,,,,0,74000,15,4.62947245618204,324011,,TRUE,
33,2020-08-13,The Wirral,,,,,,,,,,,,,1.23452598831521,74000,17,5.24673545033965,324011,,TRUE,
33,2020-08-14,The Wirral,,,,,,,,,,,,,0.308631497078803,74000,12,3.70357796494563,324011,,TRUE,
33,2020-08-15,The Wirral,,,,,,,,,,,,,0.617262994157606,74000,14,4.32084095910324,324011,,TRUE,
33,2020-08-16,The Wirral,,,,,,,,,,,,,0.925894491236409,74000,17,5.24673545033965,324011,,TRUE,
34,2020-08-17,The Wirral,,,,,,,,,,,,,0.617262994157606,74000,17,5.24673545033965,324011,,TRUE,
34,2020-08-18,The Wirral,,,,,,,,,,,,,0.617262994157606,74000,14,4.32084095910324,324011,,TRUE,
34,2020-08-19,The Wirral,,,,,,,,,,,,,1.85178898247282,74000,20,6.17262994157606,324011,,TRUE,
34,2020-08-20,The Wirral,,,,,,,,,,,,,1.23452598831521,74000,20,6.17262994157606,324011,,TRUE,
34,2020-08-21,The Wirral,,,,,,,,,,,,,1.54315748539401,74000,24,7.40715592989127,324011,,TRUE,
34,2020-08-22,The Wirral,,,,,,,,,,,,,1.85178898247282,74000,28,8.64168191820648,324011,,TRUE,
34,2020-08-23,The Wirral,,,,,,,,,,,,,1.85178898247282,74000,31,9.56757640944289,324011,,TRUE,
35,2020-08-24,The Wirral,,,,,,,,,,,,,4.93810395326085,74000,45,13.8884173685461,324011,,TRUE,
35,2020-08-25,The Wirral,,,,,,,,,,,,,4.93810395326085,74000,59,18.2092583276494,324011,,TRUE,
35,2020-08-26,The Wirral,,,,,,,,,,,,,4.01220946202444,74000,66,20.369678807201,324011,,TRUE,
35,2020-08-27,The Wirral,,,,,,,,,,,,,4.62947245618204,74000,77,23.7646252750678,324011,,TRUE,
35,2020-08-28,The Wirral,,,,,,,,,,,,,7.71578742697007,74000,97,29.9372552166439,324011,,TRUE,
35,2020-08-29,The Wirral,,,,,,,,,,,,,1.85178898247282,74000,97,29.9372552166439,324011,,TRUE,
35,2020-08-30,The Wirral,,,,,,,,,,,,,2.16042047955162,74000,98,30.2458867137227,324011,,TRUE,
36,2020-08-31,The Wirral,,,,,,,,,,,,,7.09852443281247,74000,105,32.4063071932743,324011,,TRUE,
36,2020-09-01,The Wirral,,,,,,,,,,,,,8.02441892404887,74000,115,35.4926221640623,324011,,TRUE,
36,2020-09-02,The Wirral,,,,,,,,,,,,,10.1848394036005,74000,135,41.6652521056384,324011,,TRUE,
36,2020-09-03,The Wirral,,,,,,,,,,,,,9.87620790652169,74000,152,46.911987555978,324011,,TRUE,
36,2020-09-04,The Wirral,,,,,,,,,,,,,14.1970488656249,74000,173,53.3932489946329,324011,,TRUE,
36,2020-09-05,The Wirral,,,,,,,,,,,,,6.78989293573366,74000,189,58.3313529478938,324011,,TRUE,
36,2020-09-06,The Wirral,,,,,,,,,,,,,9.25894491236409,74000,212,65.4298773807062,324011,,TRUE,
37,2020-09-07,The Wirral,,,,,,,,,,,,,12.6538913802309,74000,230,70.9852443281247,324011,,TRUE,
37,2020-09-08,The Wirral,,,,,,,,,,,,,14.8143118597825,74000,252,77.7751372638583,324011,,TRUE,
37,2020-09-09,The Wirral,,,,,,,,,,,,,12.0366283860733,74000,258,79.6269262463312,324011,,TRUE,
37,2020-09-10,The Wirral,,,,,,,,,,,,,11.4193653919157,74000,263,81.1700837317252,324011,,TRUE,
37,2020-09-11,The Wirral,,,,,,,,,,,,,0.308631497078803,74000,218,67.281666363179,324011,,TRUE,
37,2020-09-12,The Wirral,,,,,,,,,,,,,0,74000,196,60.4917734274454,324011,,TRUE,
6,2020-02-03,Gwynedd,14228.2065,,,,,,,,,,,,0,40000,166,133.269107257547,124560,,TRUE,
6,2020-02-04,Gwynedd,9278.24122105263,,,,,,,,,,,,0,40000,125,100.353243416827,124560,,TRUE,
6,2020-02-05,Gwynedd,8762.19789473684,,,,,,,,,,,,0,40000,77,61.8175979447656,124560,,TRUE,
6,2020-02-06,Gwynedd,12576.5300767105,,,,,,,,,,,,0,40000,38,30.5073859987155,124560,,TRUE,
6,2020-02-07,Gwynedd,11600.3859,,,,,,,,,,,,0,40000,1,0.802825947334618,124560,,TRUE,
6,2020-02-08,Gwynedd,12438.9468,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
6,2020-02-09,Gwynedd,25853.113785,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
7,2020-02-10,Gwynedd,23434.70249095,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
7,2020-02-11,Gwynedd,23631.2941566026,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
7,2020-02-12,Gwynedd,16234.5206069474,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
7,2020-02-13,Gwynedd,23514.5162155,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
7,2020-02-14,Gwynedd,19578.7565925,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
7,2020-02-15,Gwynedd,19247.4629767105,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
7,2020-02-16,Gwynedd,23966.5815981053,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
8,2020-02-17,Gwynedd,23893.1404271842,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
8,2020-02-18,Gwynedd,21046.3272455,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
8,2020-02-19,Gwynedd,19749.2692704737,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
8,2020-02-20,Gwynedd,24059.0795640263,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
8,2020-02-21,Gwynedd,24108.4076460263,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
8,2020-02-22,Gwynedd,24321.4724983947,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
8,2020-02-23,Gwynedd,24246.273252579,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
9,2020-02-24,Gwynedd,24096.63267155,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
9,2020-02-25,Gwynedd,24078.44331445,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
9,2020-02-26,Gwynedd,24120.2183767105,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
9,2020-02-27,Gwynedd,24305.9547395895,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
9,2020-02-28,Gwynedd,21946.10178735,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
9,2020-02-29,Gwynedd,23929.09896635,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
9,2020-03-01,Gwynedd,22519.6226391579,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
10,2020-03-02,Gwynedd,20202.6885308421,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
10,2020-03-03,Gwynedd,18036.7085778158,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
10,2020-03-04,Gwynedd,21203.9263282632,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
10,2020-03-05,Gwynedd,15548.0552234211,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
10,2020-03-06,Gwynedd,9407.662418,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
10,2020-03-07,Gwynedd,14340.4959001053,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
10,2020-03-08,Gwynedd,22130.2539954211,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
11,2020-03-09,Gwynedd,18908.0773439737,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
11,2020-03-10,Gwynedd,18720.327323,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
11,2020-03-11,Gwynedd,15372.3511642105,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
11,2020-03-12,Gwynedd,16296.6376523684,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
11,2020-03-13,Gwynedd,9937.94846842105,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
11,2020-03-14,Gwynedd,20287.7570856842,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
11,2020-03-15,Gwynedd,23223.0992733658,,,,,,,,,,,,0,40000,0,0,124560,,TRUE,
12,2020-03-16,Gwynedd,15699.27329595,,,,,,,,,,,,0.802825947334618,40000,1,0.802825947334618,124560,,TRUE,
12,2020-03-17,Gwynedd,24201.57546305,,,,,,,,,,,,0,40000,1,0.802825947334618,124560,,TRUE,
12,2020-03-18,Gwynedd,24174.2821258184,,,,,,,,,,,,1.60565189466924,40000,3,2.40847784200385,124560,,TRUE,
12,2020-03-19,Gwynedd,24295.4051307368,,,,,,,,,,,,0.802825947334618,40000,4,3.21130378933847,124560,,TRUE,
12,2020-03-20,Gwynedd,21537.9273960947,,,,,,,,,,,,0,40000,4,3.21130378933847,124560,,TRUE,
12,2020-03-21,Gwynedd,13377.2448543,,,,,,,,,,,,0,40000,4,3.21130378933847,124560,,TRUE,
12,2020-03-22,Gwynedd,14004.2670947368,,,,,,,,,,,,0,40000,4,3.21130378933847,124560,,TRUE,
13,2020-03-23,Gwynedd,14465.586,,,,,,,,,,,,0,40000,3,2.40847784200385,124560,,TRUE,
13,2020-03-24,Gwynedd,13102.6732906132,,,,,,,,,,,,1.60565189466924,40000,5,4.01412973667309,124560,,TRUE,
13,2020-03-25,Gwynedd,14062.5252406237,,,,,,,,,,,,1.60565189466924,40000,5,4.01412973667309,124560,,TRUE,
13,2020-03-26,Gwynedd,12995.4121650789,,,,,,,,,,,,1.60565189466924,40000,6,4.81695568400771,124560,,TRUE,
13,2020-03-27,Gwynedd,12765.1518619474,,,,,,,,,,,,0.802825947334618,40000,7,5.61978163134233,124560,,TRUE,
13,2020-03-28,Gwynedd,12679.2153252895,,,,,,,,,,,,2.40847784200385,40000,10,8.02825947334618,124560,,TRUE,
13,2020-03-29,Gwynedd,7468.16747368421,,,,,,,,,,,,0.802825947334618,40000,11,8.8310854206808,124560,,TRUE,
14,2020-03-31,Gwynedd,7118.8506,,,,,,,,,,,,1.60565189466924,40000,12,9.63391136801541,124560,,TRUE,
14,2020-04-01,Gwynedd,8400.35672407895,,,,,,,,,,,,0,40000,10,8.02825947334618,124560,,TRUE,
14,2020-04-02,Gwynedd,4479.38336842105,,,,,,,,,,,,0.802825947334618,40000,9,7.22543352601156,124560,,TRUE,
14,2020-04-03,Gwynedd,8445.14731578948,,,,,,,,,,,,4.81695568400771,40000,14,11.2395632626846,124560,,TRUE,
14,2020-04-04,Gwynedd,9828.66516031579,,,,,,,,,,,,3.21130378933847,40000,15,12.0423892100193,124560,,TRUE,
14,2020-04-05,Gwynedd,5620.85219289474,,,,,,,,,,,,0,40000,14,11.2395632626846,124560,,TRUE,
15,2020-04-07,Gwynedd,5222.4672,,,,,,,,,,,,5.61978163134233,40000,24,19.2678227360308,124560,,TRUE,
15,2020-04-08,Gwynedd,8597.21978723684,,,,,,,,,,,,4.01412973667309,40000,29,23.2819524727039,124560,,TRUE,
15,2020-04-09,Gwynedd,10890.7845789474,,,,,,,,,,,,11.2395632626846,40000,42,33.718689788054,124560,,TRUE,
15,2020-04-10,Gwynedd,8189.09442631579,,,,,,,,,,,,4.81695568400771,40000,42,33.718689788054,124560,,TRUE,
15,2020-04-11,Gwynedd,4923.3717,,,,,,,,,,,,7.22543352601156,40000,47,37.732819524727,124560,,TRUE,
15,2020-04-12,Gwynedd,9377.58476842105,,,,,,,,,,,,5.61978163134233,40000,54,43.3526011560694,124560,,TRUE,
16,2020-04-13,Gwynedd,9807.42063157895,,,,,,,,,,,,21.6763005780347,40000,75,60.2119460500963,124560,,TRUE,
16,2020-04-15,Gwynedd,4938.32052631579,,,,,,,,,,,,4.81695568400771,40000,81,65.028901734104,124560,,TRUE,
16,2020-04-16,Gwynedd,8109.02759878947,,,,,,,,,,,,9.63391136801541,40000,79,63.4232498394348,124560,,TRUE,
16,2020-04-17,Gwynedd,5998.5648095,,,,,,,,,,,,5.61978163134233,40000,80,64.2260757867694,124560,,TRUE,
16,2020-04-18,Gwynedd,7405.53354513158,,,,,,,,,,,,13.6480411046885,40000,88,70.6486833654464,124560,,TRUE,
16,2020-04-19,Gwynedd,8257.02360828947,,,,,,,,,,,,4.81695568400771,40000,87,69.8458574181118,124560,,TRUE,
17,2020-04-21,Gwynedd,6624.1041,,,,,,,,,,,,4.81695568400771,40000,64,51.3808606294156,124560,,TRUE,
17,2020-04-22,Gwynedd,9392.3913,,,,,,,,,,,,4.81695568400771,40000,64,51.3808606294156,124560,,TRUE,
17,2020-04-23,Gwynedd,2897.29452631579,,,,,,,,,,,,7.22543352601156,40000,61,48.9723827874117,124560,,TRUE,
17,2020-04-24,Gwynedd,5081.70707368421,,,,,,,,,,,,6.42260757867694,40000,62,49.7752087347463,124560,,TRUE,
17,2020-04-25,Gwynedd,6972.18113684211,,,,,,,,,,,,4.81695568400771,40000,51,40.9441233140655,124560,,TRUE,
17,2020-04-26,Gwynedd,1729.33326315789,,,,,,,,,,,,7.22543352601156,40000,54,43.3526011560694,124560,,TRUE,
18,2020-04-28,Gwynedd,9879.8133445,,,,,,,,,,,,4.01412973667309,40000,50,40.1412973667309,124560,,TRUE,
18,2020-04-29,Gwynedd,8316.59361642105,,,,,,,,,,,,4.01412973667309,40000,49,39.3384714193963,124560,,TRUE,
18,2020-04-30,Gwynedd,7932.97193697369,,,,,,,,,,,,4.01412973667309,40000,45,36.1271676300578,124560,,TRUE,
18,2020-05-01,Gwynedd,7792.86698710526,,,,,,,,,,,,3.21130378933847,40000,41,32.9158638407193,124560,,TRUE,
18,2020-05-02,Gwynedd,5519.5848,,,,,,,,,,,,2.40847784200385,40000,38,30.5073859987155,124560,,TRUE,
18,2020-05-03,Gwynedd,6397.534522,,,,,,,,,,,,0,40000,29,23.2819524727039,124560,,TRUE,
19,2020-05-05,Gwynedd,6431.84437894737,,,,,,,,,,,,8.8310854206808,40000,37,29.7045600513809,124560,,TRUE,
19,2020-05-06,Gwynedd,4636.25898947368,,,,,,,,,,,,12.0423892100193,40000,47,37.732819524727,124560,,TRUE,
19,2020-05-07,Gwynedd,4260.57851052632,,,,,,,,,,,,8.02825947334618,40000,52,41.7469492614001,124560,,TRUE,
19,2020-05-08,Gwynedd,10063.433784,,,,,,,,,,,,5.61978163134233,40000,55,44.155427103404,124560,,TRUE,
19,2020-05-09,Gwynedd,12171.7262085,,,,,,,,,,,,4.01412973667309,40000,57,45.7610789980732,124560,,TRUE,
19,2020-05-10,Gwynedd,6143.73284210526,,,,,,,,,,,,4.01412973667309,40000,62,49.7752087347463,124560,,TRUE,
20,2020-05-12,Gwynedd,1835.0571,,,,,,,,,,,,1.60565189466924,40000,49,39.3384714193963,124560,,TRUE,
20,2020-05-13,Gwynedd,3958.3466925,,,,,,,,,,,,5.61978163134233,40000,41,32.9158638407193,124560,,TRUE,
20,2020-05-14,Gwynedd,3679.22321052632,,,,,,,,,,,,5.61978163134233,40000,38,30.5073859987155,124560,,TRUE,
20,2020-05-15,Gwynedd,3896.24605263158,,,,,,,,,,,,7.22543352601156,40000,40,32.1130378933847,124560,,TRUE,
20,2020-05-16,Gwynedd,3665.74073684211,,,,,,,,,,,,8.02825947334618,40000,45,36.1271676300578,124560,,TRUE,
20,2020-05-17,Gwynedd,6308.4528,,,,,,,,,,,,10.43673731535,40000,53,42.5497752087348,124560,,TRUE,
21,2020-05-19,Gwynedd,6940.9235905,,,,,,,,,,,,2.40847784200385,40000,58,46.5639049454078,124560,,TRUE,
21,2020-05-20,Gwynedd,5486.44879897369,,,,,,,,,,,,4.01412973667309,40000,56,44.9582530507386,124560,,TRUE,
21,2020-05-21,Gwynedd,3880.5002925,,,,,,,,,,,,4.01412973667309,40000,54,43.3526011560694,124560,,TRUE,
21,2020-05-22,Gwynedd,8111.16700302632,,,,,,,,,,,,2.40847784200385,40000,48,38.5356454720617,124560,,TRUE,
21,2020-05-23,Gwynedd,6266.8389,,,,,,,,,,,,7.22543352601156,40000,47,37.732819524727,124560,,TRUE,
21,2020-05-24,Gwynedd,4026.21802105263,,,,,,,,,,,,0,40000,34,27.296082209377,124560,,TRUE,
22,2020-05-25,Gwynedd,1459.03168421053,,,,,,,,,,,,2.40847784200385,40000,28,22.4791265253693,124560,,TRUE,
22,2020-05-27,Gwynedd,4747.3668,,,,,,,,,,,,4.01412973667309,40000,33,26.4932562620424,124560,,TRUE,
22,2020-05-28,Gwynedd,4295.7894,,,,,,,,,,,,10.43673731535,40000,41,32.9158638407193,124560,,TRUE,
22,2020-05-29,Gwynedd,6913.5531,,,,,,,,,,,,4.81695568400771,40000,44,35.3243416827232,124560,,TRUE,
22,2020-05-30,Gwynedd,6166.29942631579,,,,,,,,,,,,7.22543352601156,40000,44,35.3243416827232,124560,,TRUE,
22,2020-05-31,Gwynedd,6696.1872631579,,,,,,,,,,,,0.802825947334618,40000,45,36.1271676300578,124560,,TRUE,
23,2020-06-02,Gwynedd,5205.7113,,,,,,,,,,,,2.40847784200385,40000,44,35.3243416827232,124560,,TRUE,
23,2020-06-03,Gwynedd,6875.1111,,,,,,,,,,,,4.01412973667309,40000,44,35.3243416827232,124560,,TRUE,
23,2020-06-04,Gwynedd,2995.61355789474,,,,,,,,,,,,1.60565189466924,40000,33,26.4932562620424,124560,,TRUE,
23,2020-06-05,Gwynedd,9080.16994736842,,,,,,,,,,,,5.61978163134233,40000,34,27.296082209377,124560,,TRUE,
23,2020-06-06,Gwynedd,7272.69669803684,,,,,,,,,,,,3.21130378933847,40000,29,23.2819524727039,124560,,TRUE,
23,2020-06-07,Gwynedd,7668.1139892,,,,,,,,,,,,0.802825947334618,40000,29,23.2819524727039,124560,,TRUE,
24,2020-06-09,Gwynedd,4068.2076,,,,,,,,,,,,3.21130378933847,40000,26,20.8734746307001,124560,,TRUE,
24,2020-06-10,Gwynedd,6560.98496842105,,,,,,,,,,,,4.01412973667309,40000,26,20.8734746307001,124560,,TRUE,
24,2020-06-11,Gwynedd,2692.49557894737,,,,,,,,,,,,2.40847784200385,40000,27,21.6763005780347,124560,,TRUE,
24,2020-06-12,Gwynedd,4758.09985263158,,,,,,,,,,,,0.802825947334618,40000,21,16.859344894027,124560,,TRUE,
24,2020-06-13,Gwynedd,4862.0277,,,,,,,,,,,,3.21130378933847,40000,21,16.859344894027,124560,,TRUE,
24,2020-06-14,Gwynedd,7135.10468723684,,,,,,,,,,,,2.40847784200385,40000,23,18.4649967886962,124560,,TRUE,
25,2020-06-16,Gwynedd,4376.89671355263,,,,,,,,,,,,0,40000,19,15.2536929993577,124560,,TRUE,
25,2020-06-17,Gwynedd,14772.8364,,,,,,,,,,,,3.21130378933847,40000,18,14.4508670520231,124560,,TRUE,
25,2020-06-18,Gwynedd,16895.48535665,,,,,,,,,,,,4.81695568400771,40000,21,16.859344894027,124560,,TRUE,
25,2020-06-19,Gwynedd,12528.20803585,,,,,,,,,,,,21.6763005780347,40000,47,37.732819524727,124560,,TRUE,
25,2020-06-20,Gwynedd,8061.17449257895,,,,,,,,,,,,4.81695568400771,40000,49,39.3384714193963,124560,,TRUE,
25,2020-06-21,Gwynedd,5466.54033676316,,,,,,,,,,,,2.40847784200385,40000,49,39.3384714193963,124560,,TRUE,
26,2020-06-23,Gwynedd,4725.1635,,,,,,,,,,,,5.61978163134233,40000,57,45.7610789980732,124560,,TRUE,
26,2020-06-24,Gwynedd,2684.0226,,,,,,,,,,,,1.60565189466924,40000,55,44.155427103404,124560,,TRUE,
26,2020-06-25,Gwynedd,7565.9969286579,,,,,0.0256666666666667,29.18,3.63933333333333,7.47666666666667,2180,,,2.40847784200385,40000,52,41.7469492614001,124560,,TRUE,
26,2020-06-26,Gwynedd,5991.60036384211,,,,,,,,,,,,1.60565189466924,40000,27,21.6763005780347,124560,,TRUE,
26,2020-06-27,Gwynedd,11280.2747925,,,,,,,,,,,,0.802825947334618,40000,22,17.6621708413616,124560,,TRUE,
26,2020-06-28,Gwynedd,13468.0285837,,,,,,,,,,,,0,40000,19,15.2536929993577,124560,,TRUE,
27,2020-06-30,Gwynedd,5805.93192631579,,,,,,,,,,,,0,40000,11,8.8310854206808,124560,,TRUE,
27,2020-07-01,Gwynedd,10064.1378188947,,,,,0.0346666666666667,18.886,2.36033333333333,7.51333333333333,1597.33333333333,,,0.802825947334618,40000,10,8.02825947334618,124560,,TRUE,
27,2020-07-02,Gwynedd,13538.5527051842,,,,,,,,,,,,0.802825947334618,40000,8,6.42260757867694,124560,,TRUE,
27,2020-07-03,Gwynedd,19234.9410340711,,,,,0.585,6.81633333333333,0.836,7.31666666666667,437.666666666667,,,0,40000,6,4.81695568400771,124560,,TRUE,
27,2020-07-04,Gwynedd,24217.59888765,,,,,,,,,,,,0,40000,5,4.01412973667309,124560,,TRUE,
27,2020-07-05,Gwynedd,19108.3447588053,,,,,,,,,,,,0,40000,5,4.01412973667309,124560,,TRUE,
28,2020-07-07,Gwynedd,16646.4545477895,,,,,,,,,,,,0.802825947334618,40000,4,3.21130378933847,124560,,TRUE,
28,2020-07-08,Gwynedd,14639.05024725,,,,,,,,,,,,0,40000,3,2.40847784200385,124560,,TRUE,
28,2020-07-09,Gwynedd,24156.99645945,,,,,,,,,,,,1.60565189466924,40000,4,3.21130378933847,124560,,TRUE,
28,2020-07-10,Gwynedd,17395.1541069316,,,,,,,,,,,,4.81695568400771,40000,10,8.02825947334618,124560,,TRUE,
28,2020-07-11,Gwynedd,10940.7681868684,,,,,,,,,,,,0.802825947334618,40000,11,8.8310854206808,124560,,TRUE,
28,2020-07-12,Gwynedd,9259.61857894737,,,,,,,,,,,,1.60565189466924,40000,13,10.43673731535,124560,,TRUE,
29,2020-07-13,Gwynedd,17950.5178924526,,,,,,,,,,,,0,40000,12,9.63391136801541,124560,,TRUE,
29,2020-07-14,Gwynedd,12184.3046986,,,,,,,,,,,,0,40000,11,8.8310854206808,124560,,TRUE,
29,2020-07-15,Gwynedd,12447.8087683,,,,,,,,,,,,1.60565189466924,40000,13,10.43673731535,124560,,TRUE,
29,2020-07-16,Gwynedd,10044.8242745947,,,,,,,,,,,,0.802825947334618,40000,12,9.63391136801541,124560,,TRUE,
29,2020-07-17,Gwynedd,9137.11815789474,,,,,,,,,,,,0,40000,6,4.81695568400771,124560,,TRUE,
29,2020-07-18,Gwynedd,19203.1712842105,,,,,,,,,,,,0,40000,5,4.01412973667309,124560,,TRUE,
29,2020-07-19,Gwynedd,17667.7899,,,,,,,,,,,,0,40000,3,2.40847784200385,124560,,TRUE,
30,2020-07-20,Gwynedd,11294.4810789474,,,,,,,,,,,,0,40000,3,2.40847784200385,124560,,TRUE,
30,2020-07-21,Gwynedd,10559.9868947368,,,,,,,,,,,,0.802825947334618,40000,4,3.21130378933847,124560,,TRUE,
30,2020-07-22,Gwynedd,11071.2296683158,,,,,,,,,,,,0,40000,2,1.60565189466924,124560,,TRUE,
30,2020-07-23,Gwynedd,14808.1207128947,,,,,,,,,,,,0.802825947334618,40000,2,1.60565189466924,124560,,TRUE,
30,2020-07-24,Gwynedd,11376.4132046053,,,,,,,,,,,,0,40000,2,1.60565189466924,124560,,TRUE,
30,2020-07-25,Gwynedd,17511.9952955,,,,,,,,,,,,1.60565189466924,40000,4,3.21130378933847,124560,,TRUE,
30,2020-07-26,Gwynedd,10027.112176,,,,,,,,,,,,0,40000,4,3.21130378933847,124560,,TRUE,
31,2020-07-27,Gwynedd,21455.8140986316,,,,,,,,,,,,0,40000,4,3.21130378933847,124560,,TRUE,
31,2020-07-28,Gwynedd,16885.0518953684,,,,,,,,,,,,0,40000,3,2.40847784200385,124560,,TRUE,
31,2020-07-29,Gwynedd,11120.4276182,,,,,,,,,,,,0.802825947334618,40000,4,3.21130378933847,124560,,TRUE,
31,2020-07-30,Gwynedd,10534.0373668,,,,,,,,,,,,0,40000,3,2.40847784200385,124560,,TRUE,
31,2020-07-31,Gwynedd,9105.47018723684,,,,,,,,,,,,0,40000,3,2.40847784200385,124560,,TRUE,
31,2020-08-01,Gwynedd,10665.3112105263,,,,,,,,,,,,0.802825947334618,40000,2,1.60565189466924,124560,,TRUE,
31,2020-08-02,Gwynedd,8232.60789473684,,,,,,,,,,,,0,40000,2,1.60565189466924,124560,,TRUE,
32,2020-08-03,Gwynedd,7741.788,,,,,,,,,,,,0,40000,2,1.60565189466924,124560,,TRUE,
32,2020-08-04,Gwynedd,13710.593985,,,,,,,,,,,,0.802825947334618,40000,3,2.40847784200385,124560,,TRUE,
32,2020-08-05,Gwynedd,24215.3873925,,,,,,,,,,,,0.802825947334618,40000,3,2.40847784200385,124560,,TRUE,
32,2020-08-06,Gwynedd,16350.9191609211,,,,,,,,,,,,0.802825947334618,40000,4,3.21130378933847,124560,,TRUE,
32,2020-08-07,Gwynedd,10070.3581578947,,,,,,,,,,,,0,40000,4,3.21130378933847,124560,,TRUE,
32,2020-08-08,Gwynedd,8642.45506618421,,,,,,,,,,,,1.60565189466924,40000,5,4.01412973667309,124560,,TRUE,
32,2020-08-09,Gwynedd,7289.9949,,,,,,,,,,,,0,40000,5,4.01412973667309,124560,,TRUE,
33,2020-08-10,Gwynedd,12726.1651744737,,,,,,,,,,,,0,40000,5,4.01412973667309,124560,,TRUE,
