Site_Name,Date,Local_Authority_Population,Daily_Cases,Cumulative_Cases,Rolling_Sum,Daily_Cases_100k,Rolling_Sum_100k,Week
Wrexham,2020-04-05,135957,4,61,36,2.94210669549931,26.4789602594938,14
Wrexham,2020-04-06,135957,3,64,36,2.20658002162448,26.4789602594938,15
Wrexham,2020-04-07,135957,10,74,41,7.35526673874828,30.156593628868,15
Wrexham,2020-04-08,135957,8,82,40,5.88421339099863,29.4210669549931,15
Wrexham,2020-04-09,135957,9,91,43,6.61974006487345,31.6276469766176,15
Wrexham,2020-04-10,135957,9,100,49,6.61974006487345,36.0408070198666,15
Wrexham,2020-04-11,135957,5,105,48,3.67763336937414,35.3052803459918,15
Wrexham,2020-04-12,135957,7,112,51,5.1486867171238,37.5118603676162,15
Wrexham,2020-04-13,135957,6,118,54,4.41316004324897,39.7184403892407,16
Wrexham,2020-04-14,135957,13,131,57,9.56184676037276,41.9250204108652,16
Wrexham,2020-04-15,135957,14,145,63,10.2973734342476,46.3381804541142,16
Wrexham,2020-04-16,135957,19,164,73,13.9750068036217,53.6934471928625,16
Wrexham,2020-04-17,135957,13,177,77,9.56184676037276,56.6355538883618,16
Wrexham,2020-04-18,135957,5,182,77,3.67763336937414,56.6355538883618,16
Wrexham,2020-04-19,135957,6,188,76,4.41316004324897,55.9000272144869,16
Wrexham,2020-04-20,135957,10,198,80,7.35526673874828,58.8421339099863,17
Wrexham,2020-04-21,135957,9,207,76,6.61974006487345,55.9000272144869,17
Wrexham,2020-04-22,135957,9,216,71,6.61974006487345,52.2223938451128,17
Wrexham,2020-04-23,135957,7,223,59,5.1486867171238,43.3960737586149,17
Wrexham,2020-04-24,135957,10,233,56,7.35526673874828,41.1894937369904,17
Wrexham,2020-04-25,135957,1,234,52,0.735526673874828,38.2473870414911,17
Wrexham,2020-04-26,135957,2,236,48,1.47105334774966,35.3052803459918,17
Wrexham,2020-04-27,135957,16,252,54,11.7684267819973,39.7184403892407,18
Wrexham,2020-04-28,135957,4,256,49,2.94210669549931,36.0408070198666,18
Wrexham,2020-04-29,135957,9,265,49,6.61974006487345,36.0408070198666,18
Wrexham,2020-04-30,135957,20,285,62,14.7105334774966,45.6026537802393,18
Wrexham,2020-05-01,135957,10,295,62,7.35526673874828,45.6026537802393,18
Wrexham,2020-05-02,135957,12,307,73,8.82632008649794,53.6934471928625,18
Wrexham,2020-05-03,135957,32,339,103,23.5368535639945,75.7592474091073,18
Wrexham,2020-05-04,135957,11,350,98,8.09079341262311,72.0816140397332,19
Wrexham,2020-05-05,135957,7,357,101,5.1486867171238,74.2881940613576,19
Wrexham,2020-05-06,135957,10,367,102,7.35526673874828,75.0237207352325,19
Wrexham,2020-05-07,135957,11,378,93,8.09079341262311,68.403980670359,19
Wrexham,2020-05-08,135957,4,382,87,2.94210669549931,63.9908206271101,19
Wrexham,2020-05-09,135957,11,393,86,8.09079341262311,63.2552939532352,19
Wrexham,2020-05-10,135957,14,407,68,10.2973734342476,50.0158138234883,19
Wrexham,2020-05-11,135957,19,426,76,13.9750068036217,55.9000272144869,20
Wrexham,2020-05-12,135957,12,438,81,8.82632008649794,59.5776605838611,20
Wrexham,2020-05-13,135957,10,448,81,7.35526673874828,59.5776605838611,20
Wrexham,2020-05-14,135957,10,458,80,7.35526673874828,58.8421339099863,20
Wrexham,2020-05-15,135957,20,478,96,14.7105334774966,70.6105606919835,20
Wrexham,2020-05-16,135957,10,488,95,7.35526673874828,69.8750340181087,20
Wrexham,2020-05-17,135957,5,493,86,3.67763336937414,63.2552939532352,20
Wrexham,2020-05-18,135957,15,508,82,11.0329001081224,60.3131872577359,21
Wrexham,2020-05-19,135957,34,542,104,25.0079069117442,76.4947740829821,21
Wrexham,2020-05-20,135957,11,553,105,8.09079341262311,77.230300756857,21
Wrexham,2020-05-21,135957,13,566,108,9.56184676037276,79.4368807784814,21
Wrexham,2020-05-22,135957,16,582,104,11.7684267819973,76.4947740829821,21
Wrexham,2020-05-23,135957,11,593,105,8.09079341262311,77.230300756857,21
Wrexham,2020-05-24,135957,21,614,121,15.4460601513714,88.9987275388542,21
Wrexham,2020-05-25,135957,11,625,117,8.09079341262311,86.0566208433549,22
Wrexham,2020-05-26,135957,13,638,96,9.56184676037276,70.6105606919835,22
Wrexham,2020-05-27,135957,13,651,98,9.56184676037276,72.0816140397332,22
Wrexham,2020-05-28,135957,9,660,94,6.61974006487345,69.1395073442338,22
Wrexham,2020-05-29,135957,15,675,93,11.0329001081224,68.403980670359,22
Wrexham,2020-05-30,135957,8,683,90,5.88421339099863,66.1974006487345,22
Wrexham,2020-05-31,135957,3,686,72,2.20658002162448,52.9579205189876,22
Wrexham,2020-06-01,135957,6,692,67,4.41316004324897,49.2802871496135,23
Wrexham,2020-06-02,135957,7,699,61,5.1486867171238,44.8671271063645,23
Wrexham,2020-06-03,135957,7,706,55,5.1486867171238,40.4539670631156,23
Wrexham,2020-06-04,135957,8,714,54,5.88421339099863,39.7184403892407,23
Wrexham,2020-06-05,135957,7,721,46,5.1486867171238,33.8342269982421,23
Wrexham,2020-06-06,135957,3,724,41,2.20658002162448,30.156593628868,23
Wrexham,2020-06-07,135957,3,727,41,2.20658002162448,30.156593628868,23
Wrexham,2020-06-08,135957,7,734,42,5.1486867171238,30.8921203027428,24
Wrexham,2020-06-09,135957,10,744,45,7.35526673874828,33.0987003243673,24
Wrexham,2020-06-10,135957,8,752,46,5.88421339099863,33.8342269982421,24
Wrexham,2020-06-11,135957,18,770,56,13.2394801297469,41.1894937369904,24
Wrexham,2020-06-12,135957,14,784,63,10.2973734342476,46.3381804541142,24
Wrexham,2020-06-13,135957,6,790,66,4.41316004324897,48.5447604757387,24
Wrexham,2020-06-14,135957,12,802,75,8.82632008649794,55.1645005406121,24
Wrexham,2020-06-15,135957,12,814,80,8.82632008649794,58.8421339099863,25
Wrexham,2020-06-16,135957,27,841,97,19.8592201946204,71.3460873658583,25
Wrexham,2020-06-17,135957,12,853,101,8.82632008649794,74.2881940613576,25
Wrexham,2020-06-18,135957,11,864,94,8.09079341262311,69.1395073442338,25
Wrexham,2020-06-19,135957,9,873,89,6.61974006487345,65.4618739748597,25
Wrexham,2020-06-20,135957,15,888,98,11.0329001081224,72.0816140397332,25
Wrexham,2020-06-21,135957,52,940,138,38.2473870414911,101.502680994726,25
Wrexham,2020-06-22,135957,26,966,152,19.1236935207455,111.800054428974,26
Wrexham,2020-06-23,135957,68,1034,193,50.0158138234883,141.956648057842,26
Wrexham,2020-06-24,135957,12,1046,193,8.82632008649794,141.956648057842,26
Wrexham,2020-06-25,135957,33,1079,215,24.2723802378693,158.138234883088,26
Wrexham,2020-06-26,135957,4,1083,210,2.94210669549931,154.460601513714,26
Wrexham,2020-06-27,135957,8,1091,203,5.88421339099863,149.31191479659,26
Wrexham,2020-06-28,135957,8,1099,159,5.88421339099863,116.948741146098,26
Wrexham,2020-06-29,135957,14,1113,147,10.2973734342476,108.1224210596,27
Wrexham,2020-06-30,135957,13,1126,92,9.56184676037276,67.6684539964842,27
Wrexham,2020-07-01,135957,10,1136,90,7.35526673874828,66.1974006487345,27
Wrexham,2020-07-02,135957,9,1145,66,6.61974006487345,48.5447604757387,27
Wrexham,2020-07-03,135957,3,1148,65,2.20658002162448,47.8092338018638,27
Wrexham,2020-07-04,135957,0,1148,57,0,41.9250204108652,27
Wrexham,2020-07-05,135957,3,1151,52,2.20658002162448,38.2473870414911,27
Wrexham,2020-07-06,135957,10,1161,48,7.35526673874828,35.3052803459918,28
Wrexham,2020-07-07,135957,4,1165,39,2.94210669549931,28.6855402811183,28
Wrexham,2020-07-08,135957,6,1171,35,4.41316004324897,25.743433585619,28
Wrexham,2020-07-09,135957,7,1178,33,5.1486867171238,24.2723802378693,28
Wrexham,2020-07-10,135957,5,1183,35,3.67763336937414,25.743433585619,28
Wrexham,2020-07-11,135957,1,1184,36,0.735526673874828,26.4789602594938,28
Wrexham,2020-07-12,135957,0,1184,33,0,24.2723802378693,28
Wrexham,2020-07-13,135957,7,1191,30,5.1486867171238,22.0658002162448,29
Wrexham,2020-07-14,135957,6,1197,32,4.41316004324897,23.5368535639945,29
Wrexham,2020-07-15,135957,5,1202,31,3.67763336937414,22.8013268901197,29
Wrexham,2020-07-16,135957,4,1206,28,2.94210669549931,20.5947468684952,29
Wrexham,2020-07-17,135957,4,1210,27,2.94210669549931,19.8592201946204,29
Wrexham,2020-07-18,135957,4,1214,30,2.94210669549931,22.0658002162448,29
Wrexham,2020-07-19,135957,3,1217,33,2.20658002162448,24.2723802378693,29
Wrexham,2020-07-20,135957,16,1233,42,11.7684267819973,30.8921203027428,30
Wrexham,2020-07-21,135957,11,1244,47,8.09079341262311,34.5697536721169,30
Wrexham,2020-07-22,135957,6,1250,48,4.41316004324897,35.3052803459918,30
Wrexham,2020-07-23,135957,13,1263,57,9.56184676037276,41.9250204108652,30
Wrexham,2020-07-24,135957,11,1274,64,8.09079341262311,47.073707127989,30
Wrexham,2020-07-25,135957,9,1283,69,6.61974006487345,50.7513404973631,30
Wrexham,2020-07-26,135957,18,1301,84,13.2394801297469,61.7842406054856,30
Wrexham,2020-07-27,135957,8,1309,76,5.88421339099863,55.9000272144869,31
Wrexham,2020-07-28,135957,6,1315,71,4.41316004324897,52.2223938451128,31
Wrexham,2020-07-29,135957,11,1326,76,8.09079341262311,55.9000272144869,31
Wrexham,2020-07-30,135957,2,1328,65,1.47105334774966,47.8092338018638,31
Wrexham,2020-07-31,135957,2,1330,56,1.47105334774966,41.1894937369904,31
Wrexham,2020-08-01,135957,7,1337,54,5.1486867171238,39.7184403892407,31
Wrexham,2020-08-02,135957,2,1339,38,1.47105334774966,27.9500136072435,31
Wrexham,2020-08-03,135957,7,1346,37,5.1486867171238,27.2144869333686,32
Wrexham,2020-08-04,135957,0,1346,31,0,22.8013268901197,32
Wrexham,2020-08-05,135957,5,1351,25,3.67763336937414,18.3881668468707,32
Wrexham,2020-08-06,135957,9,1360,32,6.61974006487345,23.5368535639945,32
Wrexham,2020-08-07,135957,7,1367,37,5.1486867171238,27.2144869333686,32
Wrexham,2020-08-08,135957,2,1369,32,1.47105334774966,23.5368535639945,32
Wrexham,2020-08-09,135957,1,1370,31,0.735526673874828,22.8013268901197,32
Wrexham,2020-08-10,135957,2,1372,26,1.47105334774966,19.1236935207455,33
Wrexham,2020-08-11,135957,3,1375,29,2.20658002162448,21.33027354237,33
Wrexham,2020-08-12,135957,7,1382,31,5.1486867171238,22.8013268901197,33
Wrexham,2020-08-13,135957,3,1385,25,2.20658002162448,18.3881668468707,33
Wrexham,2020-08-14,135957,0,1385,18,0,13.2394801297469,33
Wrexham,2020-08-15,135957,4,1389,20,2.94210669549931,14.7105334774966,33
Wrexham,2020-08-16,135957,2,1391,21,1.47105334774966,15.4460601513714,33
Wrexham,2020-08-17,135957,1,1392,20,0.735526673874828,14.7105334774966,34
Wrexham,2020-08-18,135957,3,1395,20,2.20658002162448,14.7105334774966,34
Wrexham,2020-08-19,135957,1,1396,14,0.735526673874828,10.2973734342476,34
Wrexham,2020-08-20,135957,2,1398,13,1.47105334774966,9.56184676037276,34
Wrexham,2020-08-21,135957,0,1398,13,0,9.56184676037276,34
Wrexham,2020-08-22,135957,2,1400,11,1.47105334774966,8.09079341262311,34
Wrexham,2020-08-23,135957,1,1401,10,0.735526673874828,7.35526673874828,34
Wrexham,2020-08-24,135957,1,1402,10,0.735526673874828,7.35526673874828,35
Wrexham,2020-08-25,135957,3,1405,10,2.20658002162448,7.35526673874828,35
Wrexham,2020-08-26,135957,0,1405,9,0,6.61974006487345,35
Wrexham,2020-08-27,135957,2,1407,9,1.47105334774966,6.61974006487345,35
Wrexham,2020-08-28,135957,0,1407,9,0,6.61974006487345,35
Wrexham,2020-08-29,135957,1,1408,8,0.735526673874828,5.88421339099863,35
Wrexham,2020-08-30,135957,3,1411,10,2.20658002162448,7.35526673874828,35
Wrexham,2020-08-31,135957,1,1412,10,0.735526673874828,7.35526673874828,36
Wrexham,2020-09-01,135957,2,1414,9,1.47105334774966,6.61974006487345,36
Wrexham,2020-09-02,135957,7,1421,16,5.1486867171238,11.7684267819973,36
Wrexham,2020-09-03,135957,1,1422,15,0.735526673874828,11.0329001081224,36
Wrexham,2020-09-04,135957,11,1433,26,8.09079341262311,19.1236935207455,36
Wrexham,2020-09-05,135957,4,1437,29,2.94210669549931,21.33027354237,36
Wrexham,2020-09-06,135957,8,1445,34,5.88421339099863,25.0079069117442,36
Wrexham,2020-09-07,135957,8,1453,41,5.88421339099863,30.156593628868,37
Wrexham,2020-09-08,135957,0,1453,39,0,28.6855402811183,37
Wrexham,2020-09-09,135957,4,1457,36,2.94210669549931,26.4789602594938,37
Wrexham,2020-09-10,135957,1,1458,36,0.735526673874828,26.4789602594938,37
Wrexham,2020-09-11,135957,0,1458,25,0,18.3881668468707,37
Wrexham,2020-09-12,135957,0,1458,21,0,15.4460601513714,37
Liverpool,2020-03-02,498042,1,1,,0.200786279068834,,10
Liverpool,2020-03-03,498042,2,3,,0.401572558137667,,10
Liverpool,2020-03-04,498042,0,3,,0,,10
Liverpool,2020-03-05,498042,0,3,,0,,10
Liverpool,2020-03-06,498042,1,4,,0.200786279068834,,10
Liverpool,2020-03-07,498042,1,5,,0.200786279068834,,10
Liverpool,2020-03-08,498042,0,5,5,0,1.00393139534417,10
Liverpool,2020-03-09,498042,0,5,4,0,0.803145116275334,11
Liverpool,2020-03-10,498042,1,6,3,0.200786279068834,0.602358837206501,11
Liverpool,2020-03-11,498042,0,6,3,0,0.602358837206501,11
Liverpool,2020-03-12,498042,3,9,6,0.602358837206501,1.204717674413,11
Liverpool,2020-03-13,498042,2,11,7,0.401572558137667,1.40550395348183,11
Liverpool,2020-03-14,498042,2,13,8,0.401572558137667,1.60629023255067,11
Liverpool,2020-03-15,498042,0,13,8,0,1.60629023255067,11
Liverpool,2020-03-16,498042,3,16,11,0.602358837206501,2.20864906975717,12
Liverpool,2020-03-17,498042,4,20,14,0.803145116275334,2.81100790696367,12
Liverpool,2020-03-18,498042,9,29,23,1.8070765116195,4.61808441858317,12
Liverpool,2020-03-19,498042,6,35,26,1.204717674413,5.22044325578967,12
Liverpool,2020-03-20,498042,10,45,34,2.00786279068834,6.82673348834034,12
Liverpool,2020-03-21,498042,14,59,46,2.81100790696367,9.23616883716634,12
Liverpool,2020-03-22,498042,13,72,59,2.61022162789484,11.8463904650612,12
Liverpool,2020-03-23,498042,18,90,74,3.614153023239,14.8581846510937,13
Liverpool,2020-03-24,498042,25,115,95,5.01965697672084,19.0746965115392,13
Liverpool,2020-03-25,498042,24,139,110,4.81887069765201,22.0864906975717,13
Liverpool,2020-03-26,498042,34,173,138,6.82673348834034,27.708506511499,13
Liverpool,2020-03-27,498042,27,200,155,5.42122953485851,31.1218732556692,13
Liverpool,2020-03-28,498042,27,227,168,5.42122953485851,33.732094883564,13
Liverpool,2020-03-29,498042,36,263,191,7.22830604647801,38.3501793021472,13
Liverpool,2020-03-30,498042,43,306,216,8.63380999995984,43.3698362788681,14
Liverpool,2020-03-31,498042,41,347,232,8.23223744182218,46.5824167439694,14
Liverpool,2020-04-01,498042,48,395,256,9.63774139530401,51.4012874416214,14
Liverpool,2020-04-02,498042,56,451,278,11.2440316278547,55.8185855811357,14
Liverpool,2020-04-03,498042,59,510,310,11.8463904650612,62.2437465113384,14
Liverpool,2020-04-04,498042,47,557,330,9.43695511623518,66.2594720927151,14
Liverpool,2020-04-05,498042,46,603,340,9.23616883716634,68.2673348834034,14
Liverpool,2020-04-06,498042,51,654,348,10.2401002325105,69.8736251159541,15
Liverpool,2020-04-07,498042,67,721,374,13.4526806976118,75.0940683717438,15
Liverpool,2020-04-08,498042,75,796,401,15.0589709301625,80.5152979066023,15
Liverpool,2020-04-09,498042,66,862,411,13.251894418543,82.5231606972906,15
Liverpool,2020-04-10,498042,34,896,386,6.82673348834034,77.5035037205698,15
Liverpool,2020-04-11,498042,39,935,378,7.83066488368451,75.8972134880191,15
Liverpool,2020-04-12,498042,35,970,367,7.02751976740918,73.6885644182619,15
Liverpool,2020-04-13,498042,37,1007,353,7.42909232554684,70.8775565112983,16
Liverpool,2020-04-14,498042,31,1038,317,6.22437465113384,63.6492504648202,16
Liverpool,2020-04-15,498042,44,1082,286,8.83459627902868,57.4248758136864,16
Liverpool,2020-04-16,498042,55,1137,275,11.0432453487858,55.2162267439292,16
Liverpool,2020-04-17,498042,36,1173,277,7.22830604647801,55.6177993020669,16
Liverpool,2020-04-18,498042,45,1218,283,9.03538255809751,56.8225169764799,16
Liverpool,2020-04-19,498042,29,1247,277,5.82280209299617,55.6177993020669,16
Liverpool,2020-04-20,498042,44,1291,284,8.83459627902868,57.0233032555487,17
Liverpool,2020-04-21,498042,42,1333,295,8.43302372089101,59.2319523253059,17
Liverpool,2020-04-22,498042,52,1385,303,10.4408865115793,60.8382425578566,17
Liverpool,2020-04-23,498042,34,1419,282,6.82673348834034,56.6217306974111,17
Liverpool,2020-04-24,498042,38,1457,284,7.62987860461568,57.0233032555487,17
Liverpool,2020-04-25,498042,43,1500,282,8.63380999995984,56.6217306974111,17
Liverpool,2020-04-26,498042,19,1519,272,3.81493930230784,54.6138679067227,17
Liverpool,2020-04-27,498042,38,1557,266,7.62987860461568,53.4091502323097,18
Liverpool,2020-04-28,498042,37,1594,261,7.42909232554684,52.4052188369656,18
Liverpool,2020-04-29,498042,47,1641,256,9.43695511623518,51.4012874416214,18
Liverpool,2020-04-30,498042,39,1680,261,7.83066488368451,52.4052188369656,18
Liverpool,2020-05-01,498042,43,1723,266,8.63380999995984,53.4091502323097,18
Liverpool,2020-05-02,498042,29,1752,252,5.82280209299617,50.5981423253461,18
Liverpool,2020-05-03,498042,29,1781,262,5.82280209299617,52.6060051160344,18
Liverpool,2020-05-04,498042,19,1800,243,3.81493930230784,48.7910658137266,19
Liverpool,2020-05-05,498042,31,1831,237,6.22437465113384,47.5863481393136,19
Liverpool,2020-05-06,498042,21,1852,211,4.2165118604455,42.3659048835239,19
Liverpool,2020-05-07,498042,23,1875,195,4.61808441858317,39.1533244184225,19
Liverpool,2020-05-08,498042,26,1901,178,5.22044325578967,35.7399576742524,19
Liverpool,2020-05-09,498042,13,1914,162,2.61022162789484,32.527377209151,19
Liverpool,2020-05-10,498042,17,1931,150,3.41336674417017,30.117941860325,19
Liverpool,2020-05-11,498042,17,1948,148,3.41336674417017,29.7163693021874,20
Liverpool,2020-05-12,498042,40,1988,157,8.03145116275334,31.5234458138069,20
Liverpool,2020-05-13,498042,21,2009,157,4.2165118604455,31.5234458138069,20
Liverpool,2020-05-14,498042,14,2023,148,2.81100790696367,29.7163693021874,20
Liverpool,2020-05-15,498042,31,2054,153,6.22437465113384,30.7203006975315,20
Liverpool,2020-05-16,498042,7,2061,147,1.40550395348183,29.5155830231185,20
Liverpool,2020-05-17,498042,10,2071,140,2.00786279068834,28.1100790696367,20
Liverpool,2020-05-18,498042,10,2081,133,2.00786279068834,26.7045751161549,21
Liverpool,2020-05-19,498042,13,2094,106,2.61022162789484,21.2833455812964,21
Liverpool,2020-05-20,498042,16,2110,101,3.21258046510134,20.2794141859522,21
Liverpool,2020-05-21,498042,15,2125,102,3.0117941860325,20.480200465021,21
Liverpool,2020-05-22,498042,9,2134,80,1.8070765116195,16.0629023255067,21
Liverpool,2020-05-23,498042,14,2148,87,2.81100790696367,17.4684062789885,21
Liverpool,2020-05-24,498042,20,2168,97,4.01572558137667,19.4762690696769,21
Liverpool,2020-05-25,498042,14,2182,101,2.81100790696367,20.2794141859522,22
Liverpool,2020-05-26,498042,17,2199,105,3.41336674417017,21.0825593022275,22
Liverpool,2020-05-27,498042,18,2217,107,3.614153023239,21.4841318603652,22
Liverpool,2020-05-28,498042,13,2230,105,2.61022162789484,21.0825593022275,22
Liverpool,2020-05-29,498042,7,2237,103,1.40550395348183,20.6809867440899,22
Liverpool,2020-05-30,498042,11,2248,100,2.20864906975717,20.0786279068834,22
Liverpool,2020-05-31,498042,5,2253,85,1.00393139534417,17.0668337208509,22
Liverpool,2020-06-01,498042,6,2259,77,1.204717674413,15.4605434883002,23
Liverpool,2020-06-02,498042,6,2265,66,1.204717674413,13.251894418543,23
Liverpool,2020-06-03,498042,8,2273,56,1.60629023255067,11.2440316278547,23
Liverpool,2020-06-04,498042,11,2284,54,2.20864906975717,10.842459069717,23
Liverpool,2020-06-05,498042,5,2289,52,1.00393139534417,10.4408865115793,23
Liverpool,2020-06-06,498042,3,2292,44,0.602358837206501,8.83459627902868,23
Liverpool,2020-06-07,498042,4,2296,43,0.803145116275334,8.63380999995984,23
Liverpool,2020-06-08,498042,2,2298,39,0.401572558137667,7.83066488368451,24
Liverpool,2020-06-09,498042,2,2300,35,0.401572558137667,7.02751976740918,24
Liverpool,2020-06-10,498042,6,2306,33,1.204717674413,6.62594720927151,24
Liverpool,2020-06-11,498042,6,2312,28,1.204717674413,5.62201581392734,24
Liverpool,2020-06-12,498042,6,2318,29,1.204717674413,5.82280209299617,24
Liverpool,2020-06-13,498042,6,2324,32,1.204717674413,6.42516093020267,24
Liverpool,2020-06-14,498042,3,2327,31,0.602358837206501,6.22437465113384,24
Liverpool,2020-06-15,498042,4,2331,33,0.803145116275334,6.62594720927151,25
Liverpool,2020-06-16,498042,5,2336,36,1.00393139534417,7.22830604647801,25
Liverpool,2020-06-17,498042,11,2347,41,2.20864906975717,8.23223744182218,25
Liverpool,2020-06-18,498042,2,2349,37,0.401572558137667,7.42909232554684,25
Liverpool,2020-06-19,498042,2,2351,33,0.401572558137667,6.62594720927151,25
Liverpool,2020-06-20,498042,1,2352,28,0.200786279068834,5.62201581392734,25
Liverpool,2020-06-21,498042,6,2358,31,1.204717674413,6.22437465113384,25
Liverpool,2020-06-22,498042,9,2367,36,1.8070765116195,7.22830604647801,26
Liverpool,2020-06-23,498042,4,2371,35,0.803145116275334,7.02751976740918,26
Liverpool,2020-06-24,498042,6,2377,30,1.204717674413,6.02358837206501,26
Liverpool,2020-06-25,498042,5,2382,33,1.00393139534417,6.62594720927151,26
Liverpool,2020-06-26,498042,2,2384,33,0.401572558137667,6.62594720927151,26
Liverpool,2020-06-27,498042,6,2390,38,1.204717674413,7.62987860461568,26
Liverpool,2020-06-28,498042,7,2397,39,1.40550395348183,7.83066488368451,26
Liverpool,2020-06-29,498042,12,2409,42,2.409435348826,8.43302372089101,27
Liverpool,2020-06-30,498042,6,2415,44,1.204717674413,8.83459627902868,27
Liverpool,2020-07-01,498042,7,2422,45,1.40550395348183,9.03538255809751,27
Liverpool,2020-07-02,498042,10,2432,50,2.00786279068834,10.0393139534417,27
Liverpool,2020-07-03,498042,7,2439,55,1.40550395348183,11.0432453487858,27
Liverpool,2020-07-04,498042,1,2440,50,0.200786279068834,10.0393139534417,27
Liverpool,2020-07-05,498042,9,2449,52,1.8070765116195,10.4408865115793,27
Liverpool,2020-07-06,498042,3,2452,43,0.602358837206501,8.63380999995984,28
Liverpool,2020-07-07,498042,4,2456,41,0.803145116275334,8.23223744182218,28
Liverpool,2020-07-08,498042,4,2460,38,0.803145116275334,7.62987860461568,28
Liverpool,2020-07-09,498042,2,2462,30,0.401572558137667,6.02358837206501,28
Liverpool,2020-07-10,498042,1,2463,24,0.200786279068834,4.81887069765201,28
Liverpool,2020-07-11,498042,4,2467,27,0.803145116275334,5.42122953485851,28
Liverpool,2020-07-12,498042,3,2470,21,0.602358837206501,4.2165118604455,28
Liverpool,2020-07-13,498042,4,2474,22,0.803145116275334,4.41729813951434,29
Liverpool,2020-07-14,498042,1,2475,19,0.200786279068834,3.81493930230784,29
Liverpool,2020-07-15,498042,1,2476,16,0.200786279068834,3.21258046510134,29
Liverpool,2020-07-16,498042,3,2479,17,0.602358837206501,3.41336674417017,29
Liverpool,2020-07-17,498042,3,2482,19,0.602358837206501,3.81493930230784,29
Liverpool,2020-07-18,498042,3,2485,18,0.602358837206501,3.614153023239,29
Liverpool,2020-07-19,498042,1,2486,16,0.200786279068834,3.21258046510134,29
Liverpool,2020-07-20,498042,2,2488,14,0.401572558137667,2.81100790696367,30
Liverpool,2020-07-21,498042,7,2495,20,1.40550395348183,4.01572558137667,30
Liverpool,2020-07-22,498042,12,2507,31,2.409435348826,6.22437465113384,30
Liverpool,2020-07-23,498042,0,2507,28,0,5.62201581392734,30
Liverpool,2020-07-24,498042,4,2511,29,0.803145116275334,5.82280209299617,30
Liverpool,2020-07-25,498042,6,2517,32,1.204717674413,6.42516093020267,30
Liverpool,2020-07-26,498042,13,2530,44,2.61022162789484,8.83459627902868,30
Liverpool,2020-07-27,498042,15,2545,57,3.0117941860325,11.4448179069235,31
Liverpool,2020-07-28,498042,2,2547,52,0.401572558137667,10.4408865115793,31
Liverpool,2020-07-29,498042,16,2563,56,3.21258046510134,11.2440316278547,31
Liverpool,2020-07-30,498042,7,2570,63,1.40550395348183,12.6495355813365,31
Liverpool,2020-07-31,498042,14,2584,73,2.81100790696367,14.6573983720248,31
Liverpool,2020-08-01,498042,4,2588,71,0.803145116275334,14.2558258138872,31
Liverpool,2020-08-02,498042,9,2597,67,1.8070765116195,13.4526806976118,31
Liverpool,2020-08-03,498042,10,2607,62,2.00786279068834,12.4487493022677,32
Liverpool,2020-08-04,498042,6,2613,66,1.204717674413,13.251894418543,32
Liverpool,2020-08-05,498042,14,2627,64,2.81100790696367,12.8503218604053,32
Liverpool,2020-08-06,498042,10,2637,67,2.00786279068834,13.4526806976118,32
Liverpool,2020-08-07,498042,7,2644,60,1.40550395348183,12.04717674413,32
Liverpool,2020-08-08,498042,8,2652,64,1.60629023255067,12.8503218604053,32
Liverpool,2020-08-09,498042,4,2656,59,0.803145116275334,11.8463904650612,32
Liverpool,2020-08-10,498042,17,2673,66,3.41336674417017,13.251894418543,33
Liverpool,2020-08-11,498042,8,2681,68,1.60629023255067,13.6534669766807,33
Liverpool,2020-08-12,498042,7,2688,61,1.40550395348183,12.2479630231988,33
Liverpool,2020-08-13,498042,12,2700,63,2.409435348826,12.6495355813365,33
Liverpool,2020-08-14,498042,10,2710,66,2.00786279068834,13.251894418543,33
Liverpool,2020-08-15,498042,3,2713,61,0.602358837206501,12.2479630231988,33
Liverpool,2020-08-16,498042,9,2722,66,1.8070765116195,13.251894418543,33
Liverpool,2020-08-17,498042,22,2744,71,4.41729813951434,14.2558258138872,34
Liverpool,2020-08-18,498042,14,2758,77,2.81100790696367,15.4605434883002,34
Liverpool,2020-08-19,498042,18,2776,88,3.614153023239,17.6691925580574,34
Liverpool,2020-08-20,498042,8,2784,84,1.60629023255067,16.866047441782,34
Liverpool,2020-08-21,498042,15,2799,89,3.0117941860325,17.8699788371262,34
Liverpool,2020-08-22,498042,8,2807,94,1.60629023255067,18.8739102324704,34
Liverpool,2020-08-23,498042,4,2811,89,0.803145116275334,17.8699788371262,34
Liverpool,2020-08-24,498042,11,2822,78,2.20864906975717,15.661329767369,35
Liverpool,2020-08-25,498042,11,2833,75,2.20864906975717,15.0589709301625,35
Liverpool,2020-08-26,498042,11,2844,68,2.20864906975717,13.6534669766807,35
Liverpool,2020-08-27,498042,9,2853,69,1.8070765116195,13.8542532557495,35
Liverpool,2020-08-28,498042,20,2873,74,4.01572558137667,14.8581846510937,35
Liverpool,2020-08-29,498042,9,2882,75,1.8070765116195,15.0589709301625,35
Liverpool,2020-08-30,498042,15,2897,86,3.0117941860325,17.2676199999197,35
Liverpool,2020-08-31,498042,16,2913,91,3.21258046510134,18.2715513952639,36
Liverpool,2020-09-01,498042,14,2927,94,2.81100790696367,18.8739102324704,36
Liverpool,2020-09-02,498042,41,2968,124,8.23223744182218,24.8974986045354,36
Liverpool,2020-09-03,498042,49,3017,164,9.83852767437284,32.9289497672887,36
